"route_id","route_update_date","origin_stop","via_stop","destination_stop"
"4020_4112_2_20240503","20240503","烏ヶ江終点",,"変電所前"
"4018_3901_1_20240501","20240501","熊本駅前",,"小峯営業所"
"4018_3922_2_20240503","20240503","県会議事堂前",,"熊本駅前"
"4012_7011_1_20240401","20240401","長嶺団地",,"小峯営業所"
"4022_2321_1_20240503","20240503","桜町バスターミナル",,"済生会病院"
"4032_4901_1_20240401","20240401","熊本駅前",,"長嶺小学校前"
"4027_1201_1_20240401","20240401","三山荘",,"蓮台寺"
"4013_3441_1_20240507","20240507","東町団地",,"若葉小学校前"
"4019_4211_1_20240501","20240501","桜町バスターミナル",,"上熊本営業所"
"4006_7502_2_20240503","20240503","長嶺団地",,"西部車庫"
"4007_3681_1_20240503","20240503","熊本駅前",,"熊本駅前"
"4005_1421_1_20240501","20240501","長嶺団地",,"桜町バスターミナル"
"4012_1981_1_20240507","20240507","小峯営業所",,"桜町バスターミナル"
"4012_1861_1_20240501","20240501","長嶺団地",,"長嶺団地"
"4010_4631_1_20240401","20240401","桜町バスターミナル",,"画図橋"
"4010_4662_2_20240507","20240507","画図橋",,"本山営業所"
"4020_4141_1_20240501","20240501","長溝団地",,"桜町バスターミナル"
"4027_1271_1_20240401","20240401","小峯",,"熊本駅前"
"4011_2562_2_20240503","20240503","桜町バスターミナル",,"秋津小楠記念館前"
"4012_1822_2_20240501","20240501","長嶺団地",,"桜町バスターミナル"
"4010_4621_1_20240507","20240507","桜町バスターミナル",,"水前寺鳥居前"
"4025_4412_2_20240507","20240507","本山営業所",,"桜町バスターミナル"
"4005_1432_2_20240501","20240501","桜町バスターミナル",,"託麻南"
"4012_2051_1_20240507","20240507","小峯営業所",,"長嶺団地"
"4011_2602_2_20240501","20240501","秋津小楠記念館前",,"小峯営業所"
"4030_7771_1_20240503","20240503","道の駅すいかの里",,"道の駅すいかの里"
"4013_3461_1_20240503","20240503","山の神",,"健軍電停前"
"4027_1331_1_20240507","20240507","三山荘",,"熊本駅前"
"4035_8001_1_20240401","20240401","熊本駅前",,"熊本駅前"
"4003_1101_1_20240507","20240507","桜町バスターミナル",,"富尾団地"
"4009_5122_2_20240501","20240501","水前寺駅北口",,"桜町バスターミナル"
"4018_3921_1_20240501","20240501","熊本駅前",,"県会議事堂前"
"4033_5212_2_20240401","20240401","免許センター",,"熊本駅前"
"4027_1252_2_20240507","20240507","桜町バスターミナル",,"小峯"
"4013_3402_2_20240507","20240507","若葉小学校前",,"長嶺団地"
"4027_1231_1_20240401","20240401","三山荘",,"桜町バスターミナル"
"4025_4401_1_20240503","20240503","熊本駅前",,"桜町バスターミナル"
"4007_3621_1_20240501","20240501","熊本駅前",,"県立劇場前"
"4012_1931_1_20240501","20240501","桜町バスターミナル",,"水道町"
"4027_1312_2_20240507","20240507","桜町バスターミナル",,"小峯営業所"
"4015_3531_1_20240503","20240503","東町団地",,"桜町バスターミナル"
"4033_5202_2_20240401","20240401","トラックターミナル前",,"熊本駅前"
