"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"4004_2801_1_20250427","12_8_20250427","8_312000596_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000597_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000599_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000600_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000126_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000141_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000142_20250427","柿原公民館前",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000694_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000696_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000698_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000699_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000702_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000703_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000704_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000706_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112001882_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000710_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112001865_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000713_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000714_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000715_20250427","桜町バスターミナル",,,,,,,"12"
"4004_2802_2_20250427","12_2_20250427","2_112000717_20250427","桜町バスターミナル",,,,,,,"12"
